연번,업종명,업소명,소재지(도로명),소재지(지번),영업장면적,소재지전화,업태명
795,휴게음식점,오쏘카페,"대구광역시 수성구 달구벌대로 2274, 1층 (수성동1가)",대구광역시 수성구 수성동1가 90-11 1층 ,23.14,0507-1497-5453,커피숍
796,휴게음식점,틈카페,"대구광역시 수성구 청솔로 118, 1층 (범어동)",대구광역시 수성구 범어동 798-16 1층 ,10,개인정보 포함,커피숍
797,휴게음식점,청솔로9수성시장역점,"대구광역시 수성구 명덕로 414, 1층 104호 (수성동2가)",대구광역시 수성구 수성동2가 173 1층 104호,43.11,0507-1486-1576,커피숍
798,휴게음식점,아웃스탠딩커피상효점,"대구광역시 수성구 동원로28길 22, 경상북도의사회관 1층 (만촌동)",대구광역시 수성구 만촌동 1397 경상북도의사회관 1층 ,28,0507-1349-1054,커피숍
799,휴게음식점,하드캔디커피,"대구광역시 수성구 들안로28길 78-16, 1층 (황금동)",대구광역시 수성구 황금동 808-4 1층 ,30.54,데이터 미집계,커피숍
800,휴게음식점,덕천418,"대구광역시 수성구 유니버시아드로 66-46, 2층3층 (삼덕동)",대구광역시 수성구 삼덕동 408-1 2층3층 ,284.24,053-710-0418,커피숍
801,휴게음식점,노천사랑방고산로점,"대구광역시 수성구 고산로 160-14, 1층 (매호동)",대구광역시 수성구 매호동 1326-4 1층 ,52.54,053-793-7184,커피숍
802,휴게음식점,루왁커(LUWAKER),"대구광역시 수성구 알파시티1로 206, 마이더스타운 2층 205호 (대흥동)",대구광역시 수성구 대흥동 830-1 마이더스타운 2층 205호,34,데이터 미집계,커피숍
803,휴게음식점,카페캔버스(신매점),"대구광역시 수성구 달구벌대로649길 14, 302동 1층 102호 (신매동, 아이프라임신매아파트)",대구광역시 수성구 신매동 230 아이프라임신매아파트 302동 102호,60,0507-1352-1028,커피숍
804,휴게음식점,포브(FOV),"대구광역시 수성구 달구벌대로495길 92, 1층 2층 3층 (범어동)",대구광역시 수성구 범어동 145-1 1층 2층 3층 ,357.87,0507-1373-6872,커피숍
805,휴게음식점,마리,"대구광역시 수성구 지범로31길 33-9, 1층 (지산동)",대구광역시 수성구 지산동 1289-1 1층 ,23.1,개인정보 포함,커피숍
806,휴게음식점,카페올랑(cafe olrang),"대구광역시 수성구 범어로19길 49, 2층 (범어동)",대구광역시 수성구 범어동 201-6 2층 ,68.07,070-8735-1949,커피숍
807,휴게음식점,하삼동(시지매호점),"대구광역시 수성구 천을로 170, 201동 1층 103호 (매호동, 시지태왕2차아파트)",대구광역시 수성구 매호동 1075-1 시지태왕2차아파트 201동 103호,36.12,053-710-5722,커피숍
808,휴게음식점,봉자마켓,"대구광역시 수성구 무학로35길 25, 1층 (지산동)",대구광역시 수성구 지산동 1071-2 1층 ,92.4,053-783-9977,커피숍
809,휴게음식점,이와같이,"대구광역시 수성구 달구벌대로650길 5-8, 1층 (신매동)",대구광역시 수성구 신매동 217 1층 ,48.27,데이터 미집계,커피숍
810,휴게음식점,카페보스(파동점),"대구광역시 수성구 파동로 149-4, 1층 2층 (파동)",대구광역시 수성구 파동 138-69 1층 2층 ,98.52,0507-1481-6117,커피숍
811,휴게음식점,헬로72번가,"대구광역시 수성구 용학로 62, 지하1층, 1층 (두산동)","대구광역시 수성구 두산동 909-5 지하1층, 1층 ",1080.41,053-762-7200,커피숍
812,휴게음식점,청년자립도전자활사업단대구생활문화센터점,"대구광역시 수성구 만촌로 153, 1층 (만촌동)",대구광역시 수성구 만촌동 1410 1층 ,49.5,데이터 미집계,커피숍
813,휴게음식점,게더투게더,"대구광역시 수성구 화랑로2길 8, 1층2층 (만촌동)",대구광역시 수성구 만촌동 417-1 1층2층 ,196.43,070-4759-1199,커피숍
814,휴게음식점,돌고래,"대구광역시 수성구 명덕로 438, 9층 902호 (수성동3가)",대구광역시 수성구 수성동3가 335-2 9층 902호,13.2,0507-1334-9571,커피숍
815,휴게음식점,디깅베이크샵,"대구광역시 수성구 무학로31길 40, 1층 (지산동)",대구광역시 수성구 지산동 1035-1 1층 ,49,0507-1389-8240,커피숍
816,휴게음식점,아인스,"대구광역시 수성구 지범로39길 13, 5층 502호 (범물동)",대구광역시 수성구 범물동 1277-11 5층 502호,67,053-710-7133,커피숍
817,휴게음식점,카페하이미쉬,"대구광역시 수성구 달구벌대로454길 7, 1층 (수성동1가)",대구광역시 수성구 수성동1가 95 1층 ,47.4,0507-1309-7506,커피숍
818,휴게음식점,투썸플레이스시지욱수천점,"대구광역시 수성구 욱수천로 78-1, 1층 2층 (신매동)",대구광역시 수성구 신매동 88-5 1층 2층 ,315.42,053-793-0022,커피숍
819,휴게음식점,고스븐,"대구광역시 수성구 들안로16길 14-13, 1층 (두산동)",대구광역시 수성구 두산동 66-8 1층 ,48.76,0507-1362-6782,커피숍
820,휴게음식점,츄릅(CHURUP),"대구광역시 수성구 만촌로 10, 1층 (만촌동)",대구광역시 수성구 만촌동 998-11 1층 ,40,0507-1447-8489,커피숍
821,휴게음식점,드롭탑롯데슈퍼대구수성점,"대구광역시 수성구 수성로 227, 1층 (중동)",대구광역시 수성구 중동 333-7 1층 ,69,053-767-8464,커피숍
822,휴게음식점,유엠엠커피(UMMCOFFEE),"대구광역시 수성구 청솔로6길 15, 1층 (황금동)",대구광역시 수성구 황금동 734-6 1층 ,32.67,0507-1330-9799,커피숍
823,휴게음식점,애플밤,"대구광역시 수성구 상화로 75-4, 1층 (상동)",대구광역시 수성구 상동 68-18 1층 ,32.56,0507-1431-1612,커피숍
824,휴게음식점,모도리케이크,"대구광역시 수성구 수성로 393, 상가동 142-1호 (수성동4가, 수성하이츠)",대구광역시 수성구 수성동4가 1090-8 수성하이츠 상가동 142-1호,26,0507-1368-4948,커피숍
825,휴게음식점,파모소,"대구광역시 수성구 지산로 56, 상가동 1층 1호 2호 (지산동, 동서아파트)",대구광역시 수성구 지산동 1269 동서아파트 1층 상가동 1호 2호,70,데이터 미집계,커피숍
826,휴게음식점,스카이점핑랜드,"대구광역시 수성구 지범로 167, 지산메디지오 9층 (지산동)",대구광역시 수성구 지산동 1276-5 지산메디지오 9층 ,62,053-781-0550,커피숍
827,휴게음식점,코지(cozy),"대구광역시 수성구 동대구로50길 37, 상가동 3층 301호 (범어동, 유림노르웨이숲)",대구광역시 수성구 범어동 906-1 유림노르웨이숲 3층 상가동 301호,21.15,데이터 미집계,커피숍
828,휴게음식점,비마이문,"대구광역시 수성구 상록로 45-1, 1층 (범어동)",대구광역시 수성구 범어동 478-1 1층 ,85,0507-1394-6909,커피숍
829,휴게음식점,마리앤앤틱카페,"대구광역시 수성구 파동로25길 38, 1층 (파동)",대구광역시 수성구 파동 138-18 1층 ,79.36,데이터 미집계,커피숍
830,휴게음식점,박스커피,"대구광역시 수성구 달구벌대로645길 11, 신매동SNL메디타워 1동 101호 (신매동)",대구광역시 수성구 신매동 273 신매동SNL메디타워 1동 101호,19.8,0507-1375-7018,커피숍
831,휴게음식점,보틀플라이,"대구광역시 수성구 동원로28길 1, 1층 (만촌동)",대구광역시 수성구 만촌동 1326-41 ,16.52,053-423-8620,커피숍
832,휴게음식점,카페온(CAFEON),"대구광역시 수성구 파동로 99, 1층 (파동)",대구광역시 수성구 파동 199-22 1층 ,42.42,데이터 미집계,커피숍
833,휴게음식점,짹슨커피,"대구광역시 수성구 무학로21길 15, 1층 (두산동)",대구광역시 수성구 두산동 163-11 1층 ,28.47,0507-1389-5900,커피숍
834,휴게음식점,씨데이CDay,"대구광역시 수성구 달구벌대로 3303, 1층 (사월동)",대구광역시 수성구 사월동 419-1 1층 ,52.15,0507-1374-6219,커피숍
835,휴게음식점,주식회사히든아트파크,"대구광역시 수성구 동대구로74길 71, 1층 (범어동)",대구광역시 수성구 범어동 52-8 1층 ,71,0507-1337-2776,커피숍
836,휴게음식점,토리커피,"대구광역시 수성구 노변공원로 23, 1층 (시지동)",대구광역시 수성구 시지동 503-4 1층 ,16.15,0507-1362-1714,커피숍
837,휴게음식점,가희(gahee),"대구광역시 수성구 동원로1길 12, 1층 (범어동)",대구광역시 수성구 범어동 235-45 1층 ,59.81,0504-2015-3954,커피숍
838,휴게음식점,어썸(awesome),"대구광역시 수성구 상록로 11, 1층 (범어동)",대구광역시 수성구 범어동 557-36 1층 ,51.44,개인정보 포함,커피숍
839,휴게음식점,온댕,"대구광역시 수성구 수성로75길 21, 1층 (수성동1가)",대구광역시 수성구 수성동1가 253-5 1층 ,46.2,0507-1342-6193,커피숍
840,휴게음식점,호작질지산점,"대구광역시 수성구 동대구로6길 32, 1층 (지산동)",대구광역시 수성구 지산동 1064-17 ,66.31,0507-1448-1057,커피숍
841,휴게음식점,이디야커피대구지산녹원점,"대구광역시 수성구 무학로 189, 3동 1층 6호 (지산동, 녹원아파트)",대구광역시 수성구 지산동 761 1층 3동 6호,110.74,0507-1331-3516,커피숍
842,휴게음식점,요토피아,"대구광역시 수성구 들안로2안길 19-10, 1층 (두산동)",대구광역시 수성구 두산동 158-3 1층 ,33.75,0507-1490-3088,커피숍
843,휴게음식점,카페더힐(cafethehill),"대구광역시 수성구 달구벌대로496길 48, 1층 (범어동)",대구광역시 수성구 범어동 292-16 1층 ,104.6,0507-1484-0616,커피숍
844,휴게음식점,더로즈(THEROSE),"대구광역시 수성구 알파시티2로 64, 1층 104호 (시지동)",대구광역시 수성구 시지동 596-2 1층 104호,41.21,개인정보 포함,커피숍
845,휴게음식점,1리터커피다스수성점,"대구광역시 수성구 수성로 311-1, 1층 (수성동1가)",대구광역시 수성구 수성동1가 275-88 1층 ,33.61,053-766-0011,커피숍
846,휴게음식점,컴포즈커피대구만촌메트로점,"대구광역시 수성구 동원로 110, 321동 106호 (만촌동, 메트로팔레스3단지)",대구광역시 수성구 만촌동 1429 메트로팔레스3단지 321동 106호,34.02,053-742-1734,커피숍
847,휴게음식점,도너츠윤대구수성점,"대구광역시 수성구 용학로 234, 1층 (지산동)",대구광역시 수성구 지산동 1204-5 1층 ,46.3,0507-1317-2187,커피숍
848,휴게음식점,텐퍼센트커피,"대구광역시 수성구 수성로 185, 201동 117호 (중동, 수성 골드클래스 더 센텀)",대구광역시 수성구 중동 356-7 수성 골드클래스 더 센텀 201동 117호,45.38,053-213-1010,커피숍
849,휴게음식점,꾸덕상점,"대구광역시 수성구 지범로47길 5, 1층 (범물동)",대구광역시 수성구 범물동 1317-8 1층 ,27,개인정보 포함,커피숍
850,휴게음식점,제일구락부만촌점,"대구광역시 수성구 달구벌대로528길 9-1, 1층 (만촌동)",대구광역시 수성구 만촌동 855-30 1층 ,92.4,0508-8187-3565,커피숍
851,휴게음식점,쭈롱베이크샵,"대구광역시 수성구 청수로40길 76-13, 1층 (지산동)",대구광역시 수성구 지산동 980-4 1층 ,67.97,0507-1332-7454,커피숍
852,휴게음식점,이디야커피수성구청역점,"대구광역시 수성구 달구벌대로501길 6, 1층 (범어동)",대구광역시 수성구 범어동 221-9 1층 ,131.5,053-939-5451,커피숍
853,휴게음식점,매스커피신매역점,"대구광역시 수성구 달구벌대로 3188, 아레나스포츠센터 1층 110호 (신매동)",대구광역시 수성구 신매동 567 아레나스포츠센터 110호,45.95,053-793-3455,커피숍
854,휴게음식점,드롭탑대구범어점,"대구광역시 수성구 상록로 80, 103동 104호 (범어동)",대구광역시 수성구 범어동 1-4 103동 104호,91.26,053-759-1171,커피숍
855,휴게음식점,바삭(basac),"대구광역시 수성구 달구벌대로504길 27, 1층 (범어동)",대구광역시 수성구 범어동 108-2 1층 ,44.99,데이터 미집계,커피숍
856,휴게음식점,뽀짝케이크,"대구광역시 수성구 용학로44길 9, 1층 (지산동)",대구광역시 수성구 지산동 1204-11 1층 ,22,0507-1396-5315,커피숍
857,휴게음식점,프리울리(PRIULI),"대구광역시 수성구 시지로 55, 상가2동 1층 103호 (시지동, 고산노변타운)",대구광역시 수성구 시지동 498 고산노변타운 상가2동 103호,34.5,0507-1333-2625,커피숍
858,휴게음식점,달곰마카롱,"대구광역시 수성구 범어로20길 39, 1층 (범어동)",대구광역시 수성구 범어동 207-7 1층 ,41.45,053-745-0099,커피숍
859,휴게음식점,올웨이즈카페(Alwayscafe),"대구광역시 수성구 알파시티2로 69, 1층 (노변동)",대구광역시 수성구 노변동 737-17 1층 ,66,02-852-2788,커피숍
860,휴게음식점,셀프바리스타황금점,"대구광역시 수성구 청수로 108, 퍼플하임수성 1층 102호, 103호 (두산동)","대구광역시 수성구 두산동 13 퍼플하임수성 102호, 103호",116.62,0507-1353-5056,커피숍
861,휴게음식점,디어원케이크,"대구광역시 수성구 교학로4길 10, 1층 (만촌동)",대구광역시 수성구 만촌동 858-19 1층 ,21.4,0507-1398-0263,커피숍
862,휴게음식점,더리터수성ic점,"대구광역시 수성구 알파시티1로 206, 마이더스타운 1층 101호 (대흥동)",대구광역시 수성구 대흥동 830-1 마이더스타운 101호,44.17,053-791-5588,커피숍
863,휴게음식점,그레이트오션로드(GreatOceanRoad),"대구광역시 수성구 달구벌대로504길 14, 1층 (범어동)",대구광역시 수성구 범어동 210-8 1층 ,33.04,데이터 미집계,커피숍
864,휴게음식점,요거트월드,"대구광역시 수성구 달구벌대로 3188, 아레나스포츠센터 1층 104호 (신매동)",대구광역시 수성구 신매동 567 아레나스포츠센터 104호,39,0503-7507-9640,커피숍
865,휴게음식점,잇아트(EATART),"대구광역시 수성구 국채보상로162길 26, 1층 (범어동)",대구광역시 수성구 범어동 1200 1층 ,0,0507-1308-4273,커피숍
866,휴게음식점,디저트39,"대구광역시 수성구 알파시티2로 28, 1층 101호 (시지동)",대구광역시 수성구 시지동 584-2 1층 101호,63.96,053-791-3990,커피숍
867,휴게음식점,올웨이즈누보(Always nuevo),"대구광역시 수성구 수성로 185, 201동 103호 (중동, 수성 골드클래스 더 센텀)",대구광역시 수성구 중동 356-7 수성 골드클래스 더 센텀 201동 103호,63.64,0507-1478-1711,커피숍
868,휴게음식점,보석다관,"대구광역시 수성구 무열로 103-1, 2층 (만촌동)",대구광역시 수성구 만촌동 977-33 2층 ,54.45,데이터 미집계,커피숍
869,휴게음식점,미리지구(MIRIJIGU),"대구광역시 수성구 신매로16길 16-11, 1층 (신매동)",대구광역시 수성구 신매동 576-9 1층 ,48.3,0507-1324-2861,커피숍
870,휴게음식점,더벤티두산점,"대구광역시 수성구 청수로26길 36, 한성스퀘어 1층 113호 (두산동)",대구광역시 수성구 두산동 99 한성스퀘어 113호,48.4,053-764-2877,커피숍
871,휴게음식점,해떡달떡,"대구광역시 수성구 달구벌대로458길 42, 1층 (수성동1가)",대구광역시 수성구 수성동1가 110-2 1층 ,66,0507-1338-5767,커피숍
872,휴게음식점,소담,"대구광역시 수성구 청수로38길 56, 1층 (지산동)",대구광역시 수성구 지산동 985-8 1층 ,40,데이터 미집계,커피숍
873,휴게음식점,카페봄봄파동점,"대구광역시 수성구 파동로 106, 1층 (파동)",대구광역시 수성구 파동 199-2 1층 ,0,053-216-0820,커피숍
874,휴게음식점,코트니마켓,"대구광역시 수성구 용학로 172, 1층 (지산동)",대구광역시 수성구 지산동 1188 1층 ,0,0507-1310-1194,커피숍
875,휴게음식점,메숲,"대구광역시 수성구 지범로46길 13-1, 1층 (범물동)",대구광역시 수성구 범물동 476-6 1층 ,0,0507-1378-6782,커피숍
876,휴게음식점,슈미제(CHEMISER),"대구광역시 수성구 동대구로20길 26, 1층 (지산동)",대구광역시 수성구 지산동 958-5 1층 ,0,0507-1332-5299,커피숍
877,휴게음식점,카페에이치(CAFEHIH),"대구광역시 수성구 지범로31길 35, 1층 (지산동)",대구광역시 수성구 지산동 1290-13 1층 ,0,0507-1411-2201,커피숍
878,휴게음식점,브리니(BRINY)범어,"대구광역시 수성구 국채보상로186길 71, 1동 2층 (범어동)",대구광역시 수성구 범어동 136-56 2층 2동 ,0,0507-1330-5993,커피숍
879,휴게음식점,브리니(BRINY)범어,"대구광역시 수성구 국채보상로186길 71, 1동 1층 (범어동)",대구광역시 수성구 범어동 136-56 1층 1동 ,0,0507-1330-5993,커피숍
880,휴게음식점,로스트로비,"대구광역시 수성구 상록로2길 22, 1동 1,2층 (범어동)","대구광역시 수성구 범어동 40-4 1,2층 1동 ",0,0507-1389-6301,커피숍
881,휴게음식점,이디야커피대구만촌역점,"대구광역시 수성구 달구벌대로 2582, 1층 2호 (만촌동)",대구광역시 수성구 만촌동 1039-12 1층 2호,0,0507-1345-5301,커피숍
882,휴게음식점,감성마카롱,"대구광역시 수성구 세진로 56, 1층 (만촌동)",대구광역시 수성구 만촌동 1018-54 1층 ,0,053-741-9872,커피숍
883,휴게음식점,몬스터커피파동점,"대구광역시 수성구 파동로 222, 301동 106호 (파동, 수성못코오롱하늘채)",대구광역시 수성구 파동 53 수성못코오롱하늘채 301동 106호,0,053-765-7605,커피숍
884,휴게음식점,벨케익(Bell cake),"대구광역시 수성구 범어로20길 68, 1층 (범어동)",대구광역시 수성구 범어동 213-6 1층 ,0,0507-1393-4151,커피숍
885,휴게음식점,제이샌드(J.SAND),"대구광역시 수성구 수성로 393, 상가동 1층 107호 (수성동4가, 수성하이츠)","대구광역시 수성구 수성동4가 1090-8 수성하이츠, 1층 상가동 107호",0,053-744-7613,커피숍
886,휴게음식점,험블앤멈블(humble&mumble),"대구광역시 수성구 수성로14길 34, 1층 (상동)",대구광역시 수성구 상동 384-6 1층 ,0,0507-1361-1363,커피숍
887,휴게음식점,수북하이수성점,"대구광역시 수성구 들안로71길 8, 1층 (수성동4가)",대구광역시 수성구 수성동4가 1024-43 1층 ,0,053-759-5554,커피숍
888,휴게음식점,로지트(Rogit)황금점,"대구광역시 수성구 희망로36길 130-32, 제1동 1층 (황금동)",대구광역시 수성구 황금동 795-7 1층 제1동 ,0,데이터 미집계,커피숍
889,휴게음식점,그림이글에게,"대구광역시 수성구 들안로81길 27, 1층 (수성동4가)",대구광역시 수성구 수성동4가 1133-32 1층 ,0,0507-1319-1425,커피숍
